id: 818 | remarks: 🏁RELAY-141.101.113.223-1068 | protocol: vmess | ping: 107 MS | avg_speed: 176.581 MB | max_speed: 174.612 MB | Link: vmess://ewogICAgImFkZCI6ICJjZi5ub2FyaWVzLmRlIiwKICAgICJhaWQiOiAwLAogICAgImhvc3QiOiAibmxzLmNsb3VkZmxhcmUucXVlc3QiLAogICAgImlkIjogIjAxZDA3Y2RmLWFhNWUtNDg4OS04Y2JkLWJkMmI4ODE3OWE4NSIsCiAgICAibmV0IjogIndzIiwKICAgICJwYXRoIjogIi9hcmllcz9lZD0yMDQ4IiwKICAgICJwb3J0IjogODA4MCwKICAgICJwcyI6ICLwn4+BUkVMQVktMTQxLjEwMS4xMTMuMjIzLTEwNjgiLAogICAgInRscyI6ICIiLAogICAgInR5cGUiOiAiYXV0byIsCiAgICAic2VjdXJpdHkiOiAiYXV0byIsCiAgICAic2tpcC1jZXJ0LXZlcmlmeSI6IHRydWUsCiAgICAic25pIjogIiIKfQ==
id: 6021 | remarks: 🇩🇪DE-193.108.118.34-14179 | protocol: ss | ping: 125 MS | avg_speed: 2.087 MB | max_speed: 3.467 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@193.108.118.34:8091#%F0%9F%87%A9%F0%9F%87%AADE-193.108.118.34-14179
id: 198 | remarks: 🇭🇰HK-103.20.223.4-0206 | protocol: trojan | ping: 221 MS | avg_speed: 2.079 MB | max_speed: 4.186 MB | Link: trojan://ba5305d8-bf3e-4eee-8ebf-1c7b9a6dbed2@cn-hk-package.hyperlinkvpn.xyz:50180?security=tls#%F0%9F%87%AD%F0%9F%87%B0HK-103.20.223.4-0206
id: 7416 | remarks: 🇺🇸US-38.91.102.74-19062 | protocol: ss | ping: 83 MS | avg_speed: 2.079 MB | max_speed: 3.544 MB | Link: ss://YWVzLTI1Ni1nY206WEtGS2wyclVMaklwNzQ=@38.91.102.74:8008#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.74-19062
id: 6360 | remarks: 🇺🇸US-38.143.66.64-14780 | protocol: ss | ping: 81 MS | avg_speed: 2.079 MB | max_speed: 2.744 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.143.66.64:5601#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-14780
id: 6277 | remarks: 🇺🇸US-38.68.135.18-14665 | protocol: ss | ping: 44 MS | avg_speed: 2.077 MB | max_speed: 3.77 MB | Link: ss://YWVzLTI1Ni1nY206UmV4bkJnVTdFVjVBRHhH@38.68.135.18:7002#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-14665
id: 7419 | remarks: 🇺🇸US-38.91.107.66-19065 | protocol: ss | ping: 127 MS | avg_speed: 2.075 MB | max_speed: 3.832 MB | Link: ss://YWVzLTI1Ni1nY206Y2RCSURWNDJEQ3duZklO@38.91.107.66:8119#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.66-19065
id: 7737 | remarks: 🇺🇸US-38.75.136.102-19414 | protocol: ss | ping: 155 MS | avg_speed: 2.074 MB | max_speed: 3.661 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.75.136.102:5001#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-19414
id: 7367 | remarks: 🇺🇸US-38.91.107.66-19007 | protocol: ss | ping: 160 MS | avg_speed: 2.073 MB | max_speed: 3.77 MB | Link: ss://YWVzLTI1Ni1nY206ekROVmVkUkZQUWV4Rzl2@38.91.107.66:6379#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.66-19007
id: 7459 | remarks: 🇺🇸US-38.91.107.66-19109 | protocol: ss | ping: 118 MS | avg_speed: 2.073 MB | max_speed: 3.832 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.91.107.66:8888#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.66-19109
id: 6342 | remarks: 🇺🇸US-38.75.136.102-14756 | protocol: ss | ping: 163 MS | avg_speed: 2.072 MB | max_speed: 3.544 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.75.136.102:5601#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-14756
id: 6399 | remarks: 🇨🇦CA-134.195.196.230-14881 | protocol: ss | ping: 31 MS | avg_speed: 2.072 MB | max_speed: 3.731 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@134.195.196.230:5500#%F0%9F%87%A8%F0%9F%87%A6CA-134.195.196.230-14881
id: 7365 | remarks: 🇺🇸US-38.68.135.18-19005 | protocol: ss | ping: 43 MS | avg_speed: 2.07 MB | max_speed: 3.692 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@38.68.135.18:8080#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-19005
id: 7724 | remarks: 🇺🇸US-38.91.102.74-19400 | protocol: ss | ping: 84 MS | avg_speed: 2.069 MB | max_speed: 2.783 MB | Link: ss://YWVzLTI1Ni1nY206ekROVmVkUkZQUWV4Rzl2@38.91.102.74:6379#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.74-19400
id: 7768 | remarks: 🇬🇧GB-212.38.189.174-19626 | protocol: ss | ping: 100 MS | avg_speed: 2.069 MB | max_speed: 3.381 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@ak1651.www.outline.network.fr8678825324247b8176d59f83c30bd94d23d2e3ac5cd4a743bkwqeikvdyufr.cyou:5001#%F0%9F%87%AC%F0%9F%87%A7GB-212.38.189.174-19626
id: 7338 | remarks: 🇨🇦CA-134.195.196.230-18964 | protocol: ss | ping: 32 MS | avg_speed: 2.069 MB | max_speed: 3.731 MB | Link: ss://YWVzLTI1Ni1nY206UmV4bkJnVTdFVjVBRHhH@134.195.196.230:7002#%F0%9F%87%A8%F0%9F%87%A6CA-134.195.196.230-18964
id: 7707 | remarks: 🇺🇸US-38.143.66.64-19382 | protocol: ss | ping: 82 MS | avg_speed: 2.069 MB | max_speed: 3.443 MB | Link: ss://YWVzLTI1Ni1nY206Rm9PaUdsa0FBOXlQRUdQ@38.143.66.64:7307#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19382
id: 6037 | remarks: 🇬🇧GB-212.38.189.174-14281 | protocol: ss | ping: 95 MS | avg_speed: 2.069 MB | max_speed: 3.544 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@212.38.189.174:5001#%F0%9F%87%AC%F0%9F%87%A7GB-212.38.189.174-14281
id: 2418 | remarks: 🇺🇸US-38.91.102.74-4320 | protocol: ss | ping: 82 MS | avg_speed: 2.069 MB | max_speed: 2.713 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.91.102.74:3306#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.74-4320
id: 6316 | remarks: 🇺🇸US-38.68.135.18-14711 | protocol: ss | ping: 47 MS | avg_speed: 2.068 MB | max_speed: 3.708 MB | Link: ss://YWVzLTI1Ni1nY206ZTRGQ1dyZ3BramkzUVk=@38.68.135.18:9101#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-14711
id: 6255 | remarks: 🇺🇸US-38.68.135.18-14638 | protocol: ss | ping: 43 MS | avg_speed: 2.068 MB | max_speed: 3.669 MB | Link: ss://YWVzLTI1Ni1nY206cEtFVzhKUEJ5VFZUTHRN@38.68.135.18:4444#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-14638
id: 6252 | remarks: 🇺🇸US-38.91.102.123-14635 | protocol: ss | ping: 84 MS | avg_speed: 2.067 MB | max_speed: 3.459 MB | Link: ss://YWVzLTI1Ni1nY206ZmFCQW9ENTRrODdVSkc3@38.91.102.123:2376#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.123-14635
id: 6269 | remarks: 🇺🇸US-38.75.136.102-14657 | protocol: ss | ping: 172 MS | avg_speed: 2.067 MB | max_speed: 3.653 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@38.75.136.102:5500#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-14657
id: 7722 | remarks: 🇺🇸US-38.143.66.64-19398 | protocol: ss | ping: 82 MS | avg_speed: 2.067 MB | max_speed: 3.443 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.143.66.64:3306#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19398
id: 569 | remarks: 🇺🇸US-38.68.135.18-0660 | protocol: ss | ping: 317 MS | avg_speed: 2.066 MB | max_speed: 3.669 MB | Link: ss://YWVzLTI1Ni1nY206Rm9PaUdsa0FBOXlQRUdQ@38.68.135.18:7306#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-0660
id: 7529 | remarks: 🇺🇸US-38.143.66.64-19188 | protocol: ss | ping: 81 MS | avg_speed: 2.066 MB | max_speed: 3.21 MB | Link: ss://YWVzLTI1Ni1nY206ZmFCQW9ENTRrODdVSkc3@38.143.66.64:2376#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19188
id: 7678 | remarks: 🇺🇸US-38.91.102.74-19353 | protocol: ss | ping: 83 MS | avg_speed: 2.066 MB | max_speed: 3.047 MB | Link: ss://YWVzLTI1Ni1nY206UmV4bkJnVTdFVjVBRHhH@38.91.102.74:7002#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.74-19353
id: 535 | remarks: 🇺🇸US-38.68.135.18-0626 | protocol: ss | ping: 50 MS | avg_speed: 2.066 MB | max_speed: 3.482 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@38.68.135.18:8090#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-0626
id: 7536 | remarks: 🇺🇸US-38.75.136.102-19197 | protocol: ss | ping: 154 MS | avg_speed: 2.065 MB | max_speed: 3.506 MB | Link: ss://YWVzLTI1Ni1nY206Y2RCSURWNDJEQ3duZklO@38.75.136.102:8119#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-19197
id: 7369 | remarks: 🇺🇸US-38.68.135.18-19009 | protocol: ss | ping: 44 MS | avg_speed: 2.064 MB | max_speed: 3.692 MB | Link: ss://YWVzLTI1Ni1nY206UmV4bkJnVTdFVjVBRHhH@38.68.135.18:7001#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-19009
id: 7614 | remarks: 🇺🇸US-38.143.66.64-19283 | protocol: ss | ping: 81 MS | avg_speed: 2.064 MB | max_speed: 3.506 MB | Link: ss://YWVzLTI1Ni1nY206WEtGS2wyclVMaklwNzQ=@38.143.66.64:8009#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19283
id: 512 | remarks: 🇺🇸US-38.68.135.18-0603 | protocol: ss | ping: 42 MS | avg_speed: 2.064 MB | max_speed: 3.738 MB | Link: ss://YWVzLTI1Ni1nY206ZTRGQ1dyZ3BramkzUVk=@38.68.135.18:9102#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-0603
id: 3219 | remarks: 🇨🇦CA-158.51.121.154-5684 | protocol: ss | ping: 44 MS | avg_speed: 2.064 MB | max_speed: 3.459 MB | Link: ss://YWVzLTI1Ni1nY206ZmFCQW9ENTRrODdVSkc3@158.51.121.154:2376#%F0%9F%87%A8%F0%9F%87%A6CA-158.51.121.154-5684
id: 7206 | remarks: 🇫🇷FR-172.99.189.204-18808 | protocol: ss | ping: 117 MS | avg_speed: 2.064 MB | max_speed: 3.342 MB | Link: ss://YWVzLTI1Ni1nY206WEtGS2wyclVMaklwNzQ=@172.99.189.204:8009#%F0%9F%87%AB%F0%9F%87%B7FR-172.99.189.204-18808
id: 7127 | remarks: 🇬🇧GB-172.99.190.149-18720 | protocol: ss | ping: 104 MS | avg_speed: 2.064 MB | max_speed: 2.799 MB | Link: ss://YWVzLTI1Ni1nY206ZTRGQ1dyZ3BramkzUVk=@172.99.190.149:9102#%F0%9F%87%AC%F0%9F%87%A7GB-172.99.190.149-18720
id: 4307 | remarks: 🏁RELAY-190.93.245.4-8555 | protocol: vmess | ping: 89 MS | avg_speed: 2.064 MB | max_speed: 3.544 MB | Link: vmess://ewogICAgImFkZCI6ICIxOTAuOTMuMjQ1LjQiLAogICAgImFpZCI6IDAsCiAgICAiaG9zdCI6ICJmci52MnJheTEueHl6IiwKICAgICJpZCI6ICIxN2IyYTMxMy0zN2EwLTQ5NDUtYThlNC1lNjMzNzU1MDZiNGEiLAogICAgIm5ldCI6ICJ3cyIsCiAgICAicGF0aCI6ICIvIiwKICAgICJwb3J0IjogODAsCiAgICAicHMiOiAi8J+PgVJFTEFZLTE5MC45My4yNDUuNC04NTU1IiwKICAgICJ0bHMiOiAiIiwKICAgICJ0eXBlIjogImF1dG8iLAogICAgInNlY3VyaXR5IjogImF1dG8iLAogICAgInNraXAtY2VydC12ZXJpZnkiOiB0cnVlLAogICAgInNuaSI6ICIiCn0=
id: 7260 | remarks: 🇺🇸US-38.91.107.66-18873 | protocol: ss | ping: 124 MS | avg_speed: 2.063 MB | max_speed: 3.669 MB | Link: ss://YWVzLTI1Ni1nY206UmV4bkJnVTdFVjVBRHhH@38.91.107.66:7002#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.66-18873
id: 7378 | remarks: 🇺🇸US-38.91.107.216-19020 | protocol: ss | ping: 127 MS | avg_speed: 2.063 MB | max_speed: 3.754 MB | Link: ss://YWVzLTI1Ni1nY206ZzVNZUQ2RnQzQ1dsSklk@38.91.107.216:5003#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.216-19020
id: 558 | remarks: 🇺🇸US-38.68.135.18-0649 | protocol: ss | ping: 43 MS | avg_speed: 2.063 MB | max_speed: 3.715 MB | Link: ss://YWVzLTI1Ni1nY206Y2RCSURWNDJEQ3duZklO@38.68.135.18:8119#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-0649
id: 4944 | remarks: 🏁RELAY-66.235.200.2-10207 | protocol: vmess | ping: 94 MS | avg_speed: 2.062 MB | max_speed: 3.529 MB | Link: vmess://ewogICAgImFkZCI6ICI2Ni4yMzUuMjAwLjIiLAogICAgImFpZCI6IDAsCiAgICAiaG9zdCI6ICJmci52MnJheTEueHl6IiwKICAgICJpZCI6ICIxN2IyYTMxMy0zN2EwLTQ5NDUtYThlNC1lNjMzNzU1MDZiNGEiLAogICAgIm5ldCI6ICJ3cyIsCiAgICAicGF0aCI6ICIvIiwKICAgICJwb3J0IjogODAsCiAgICAicHMiOiAi8J+PgVJFTEFZLTY2LjIzNS4yMDAuMi0xMDIwNyIsCiAgICAidGxzIjogIiIsCiAgICAidHlwZSI6ICJhdXRvIiwKICAgICJzZWN1cml0eSI6ICJhdXRvIiwKICAgICJza2lwLWNlcnQtdmVyaWZ5IjogdHJ1ZSwKICAgICJzbmkiOiAiIgp9
id: 6230 | remarks: 🇺🇸US-38.75.137.9-14592 | protocol: ss | ping: 163 MS | avg_speed: 2.062 MB | max_speed: 3.506 MB | Link: ss://YWVzLTI1Ni1nY206ZzVNZUQ2RnQzQ1dsSklk@38.75.137.9:5004#%F0%9F%87%BA%F0%9F%87%B8US-38.75.137.9-14592
id: 4943 | remarks: 🏁RELAY-66.235.200.2-10204 | protocol: vmess | ping: 103 MS | avg_speed: 2.062 MB | max_speed: 3.544 MB | Link: vmess://ewogICAgImFkZCI6ICI2Ni4yMzUuMjAwLjIiLAogICAgImFpZCI6IDAsCiAgICAiaG9zdCI6ICJmci52MnJheTEueHl6IiwKICAgICJpZCI6ICIxN2IyYTMxMy0zN2EwLTQ5NDUtYThlNC1lNjMzNzU1MDZiNGEiLAogICAgIm5ldCI6ICJ3cyIsCiAgICAicGF0aCI6ICIvIiwKICAgICJwb3J0IjogODAsCiAgICAicHMiOiAi8J+PgVJFTEFZLTY2LjIzNS4yMDAuMi0xMDIwNCIsCiAgICAidGxzIjogIiIsCiAgICAidHlwZSI6ICJhdXRvIiwKICAgICJzZWN1cml0eSI6ICJhdXRvIiwKICAgICJza2lwLWNlcnQtdmVyaWZ5IjogdHJ1ZSwKICAgICJzbmkiOiAiIgp9
id: 7105 | remarks: 🇬🇧GB-172.99.190.149-18696 | protocol: ss | ping: 97 MS | avg_speed: 2.062 MB | max_speed: 2.822 MB | Link: ss://YWVzLTI1Ni1nY206a0RXdlhZWm9UQmNHa0M0@172.99.190.149:8881#%F0%9F%87%AC%F0%9F%87%A7GB-172.99.190.149-18696
id: 6236 | remarks: 🇺🇸US-38.75.137.9-14615 | protocol: ss | ping: 167 MS | avg_speed: 2.061 MB | max_speed: 3.552 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@38.75.137.9:8090#%F0%9F%87%BA%F0%9F%87%B8US-38.75.137.9-14615
id: 7735 | remarks: 🇺🇸US-38.143.66.64-19412 | protocol: ss | ping: 83 MS | avg_speed: 2.061 MB | max_speed: 2.931 MB | Link: ss://YWVzLTI1Ni1nY206ZzVNZUQ2RnQzQ1dsSklk@38.143.66.64:5004#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19412
id: 7349 | remarks: 🇺🇸US-38.75.136.102-18989 | protocol: ss | ping: 159 MS | avg_speed: 2.061 MB | max_speed: 3.515 MB | Link: ss://YWVzLTI1Ni1nY206WEtGS2wyclVMaklwNzQ=@38.75.136.102:8009#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-18989
id: 7727 | remarks: 🇺🇸US-38.143.66.64-19404 | protocol: ss | ping: 95 MS | avg_speed: 2.061 MB | max_speed: 3.482 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@38.143.66.64:8090#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19404
id: 6301 | remarks: 🇺🇸US-38.75.136.102-14694 | protocol: ss | ping: 149 MS | avg_speed: 2.06 MB | max_speed: 3.568 MB | Link: ss://YWVzLTI1Ni1nY206ZTRGQ1dyZ3BramkzUVk=@38.75.136.102:9101#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-14694
id: 455 | remarks: 🇬🇧GB-212.38.189.174-0529 | protocol: ss | ping: 93 MS | avg_speed: 2.06 MB | max_speed: 3.335 MB | Link: ss://YWVzLTI1Ni1nY206ZTRGQ1dyZ3BramkzUVk=@212.38.189.174:9102#%F0%9F%87%AC%F0%9F%87%A7GB-212.38.189.174-0529
id: 7311 | remarks: 🇨🇦CA-134.195.196.230-18935 | protocol: ss | ping: 53 MS | avg_speed: 2.06 MB | max_speed: 3.692 MB | Link: ss://YWVzLTI1Ni1nY206ZTRGQ1dyZ3BramkzUVk=@134.195.196.230:9102#%F0%9F%87%A8%F0%9F%87%A6CA-134.195.196.230-18935
id: 6330 | remarks: 🇬🇧GB-172.99.190.149-14737 | protocol: ss | ping: 100 MS | avg_speed: 2.06 MB | max_speed: 3.42 MB | Link: ss://YWVzLTI1Ni1nY206ZmFCQW9ENTRrODdVSkc3@172.99.190.149:2375#%F0%9F%87%AC%F0%9F%87%A7GB-172.99.190.149-14737
id: 7200 | remarks: 🇫🇷FR-195.154.200.150-18802 | protocol: ss | ping: 117 MS | avg_speed: 2.06 MB | max_speed: 2.838 MB | Link: ss://YWVzLTI1Ni1nY206WEtGS2wyclVMaklwNzQ=@195.154.200.150:8009#%F0%9F%87%AB%F0%9F%87%B7FR-195.154.200.150-18802
id: 7184 | remarks: 🇬🇧GB-172.99.190.149-18785 | protocol: ss | ping: 96 MS | avg_speed: 2.06 MB | max_speed: 2.799 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@172.99.190.149:8000#%F0%9F%87%AC%F0%9F%87%A7GB-172.99.190.149-18785
id: 3540 | remarks: 🇺🇸US-38.91.102.123-6626 | protocol: ss | ping: 84 MS | avg_speed: 2.059 MB | max_speed: 3.071 MB | Link: ss://YWVzLTI1Ni1nY206ZzVNZUQ2RnQzQ1dsSklk@38.91.102.123:5003#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.123-6626
id: 6318 | remarks: 🇺🇸US-38.75.136.102-14714 | protocol: ss | ping: 153 MS | avg_speed: 2.059 MB | max_speed: 3.544 MB | Link: ss://YWVzLTI1Ni1nY206UmV4bkJnVTdFVjVBRHhH@38.75.136.102:7002#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-14714
id: 7619 | remarks: 🇺🇸US-38.68.135.18-19290 | protocol: ss | ping: 48 MS | avg_speed: 2.059 MB | max_speed: 3.583 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@38.68.135.18:8000#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-19290
id: 7424 | remarks: 🇺🇸US-167.88.63.44-19071 | protocol: ss | ping: 33 MS | avg_speed: 2.059 MB | max_speed: 3.405 MB | Link: ss://YWVzLTI1Ni1nY206ekROVmVkUkZQUWV4Rzl2@167.88.63.44:6379#%F0%9F%87%BA%F0%9F%87%B8US-167.88.63.44-19071
id: 2589 | remarks: 🇺🇸US-38.91.102.74-4567 | protocol: ss | ping: 84 MS | avg_speed: 2.059 MB | max_speed: 3.521 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.91.102.74:5000#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.74-4567
id: 7329 | remarks: 🇨🇦CA-134.195.196.230-18955 | protocol: ss | ping: 32 MS | avg_speed: 2.058 MB | max_speed: 3.669 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@134.195.196.230:5001#%F0%9F%87%A8%F0%9F%87%A6CA-134.195.196.230-18955
id: 7269 | remarks: 🇺🇸US-38.91.102.74-18883 | protocol: ss | ping: 79 MS | avg_speed: 2.058 MB | max_speed: 3.521 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@38.91.102.74:5500#%F0%9F%87%BA%F0%9F%87%B8US-38.91.102.74-18883
id: 7546 | remarks: 🇺🇸US-167.88.63.59-19208 | protocol: ss | ping: 33 MS | avg_speed: 2.058 MB | max_speed: 3.482 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@167.88.63.59:5000#%F0%9F%87%BA%F0%9F%87%B8US-167.88.63.59-19208
id: 7273 | remarks: 🇨🇦CA-134.195.196.85-18887 | protocol: ss | ping: 100 MS | avg_speed: 2.058 MB | max_speed: 3.521 MB | Link: ss://YWVzLTI1Ni1nY206a0RXdlhZWm9UQmNHa0M0@134.195.196.85:8882#%F0%9F%87%A8%F0%9F%87%A6CA-134.195.196.85-18887
id: 6340 | remarks: 🇺🇸US-38.68.135.18-14751 | protocol: ss | ping: 159 MS | avg_speed: 2.058 MB | max_speed: 3.591 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.68.135.18:5601#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-14751
id: 6387 | remarks: 🇺🇸US-38.75.136.102-14821 | protocol: ss | ping: 147 MS | avg_speed: 2.058 MB | max_speed: 3.521 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@38.75.136.102:8090#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-14821
id: 454 | remarks: 🇬🇧GB-212.38.189.174-0528 | protocol: ss | ping: 92 MS | avg_speed: 2.057 MB | max_speed: 3.397 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@212.38.189.174:8000#%F0%9F%87%AC%F0%9F%87%A7GB-212.38.189.174-0528
id: 7731 | remarks: 🇺🇸US-38.143.66.64-19408 | protocol: ss | ping: 88 MS | avg_speed: 2.057 MB | max_speed: 3.482 MB | Link: ss://YWVzLTI1Ni1nY206Y2RCSURWNDJEQ3duZklO@38.143.66.64:8118#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19408
id: 7575 | remarks: 🇺🇸US-167.88.63.59-19241 | protocol: ss | ping: 33 MS | avg_speed: 2.057 MB | max_speed: 3.816 MB | Link: ss://YWVzLTI1Ni1nY206WEtGS2wyclVMaklwNzQ=@167.88.63.59:8009#%F0%9F%87%BA%F0%9F%87%B8US-167.88.63.59-19241
id: 7439 | remarks: 🇺🇸US-38.91.107.66-19088 | protocol: ss | ping: 118 MS | avg_speed: 2.057 MB | max_speed: 3.467 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@38.91.107.66:5001#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.66-19088
id: 6344 | remarks: 🇺🇸US-38.68.135.18-14758 | protocol: ss | ping: 118 MS | avg_speed: 2.057 MB | max_speed: 3.777 MB | Link: ss://YWVzLTI1Ni1nY206ZzVNZUQ2RnQzQ1dsSklk@38.68.135.18:5003#%F0%9F%87%BA%F0%9F%87%B8US-38.68.135.18-14758
id: 7740 | remarks: 🇺🇸US-38.75.136.102-19417 | protocol: ss | ping: 169 MS | avg_speed: 2.057 MB | max_speed: 3.591 MB | Link: ss://YWVzLTI1Ni1nY206Rm9PaUdsa0FBOXlQRUdQ@38.75.136.102:7307#%F0%9F%87%BA%F0%9F%87%B8US-38.75.136.102-19417
id: 7634 | remarks: 🇺🇸US-38.143.66.64-19305 | protocol: ss | ping: 95 MS | avg_speed: 2.057 MB | max_speed: 3.482 MB | Link: ss://YWVzLTI1Ni1nY206VEV6amZBWXEySWp0dW9T@38.143.66.64:6679#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19305
id: 7758 | remarks: 🇫🇷FR-195.154.200.150-19586 | protocol: ss | ping: 117 MS | avg_speed: 2.057 MB | max_speed: 3.273 MB | Link: ss://YWVzLTI1Ni1nY206ZzVNZUQ2RnQzQ1dsSklk@ak1629.fr8678825324247b8176d59f83c30bd94d23d2e3ac5cd4a743bkwqeikvdyufr.cyou:5004#%F0%9F%87%AB%F0%9F%87%B7FR-195.154.200.150-19586
id: 7569 | remarks: 🇺🇸US-38.91.107.66-19235 | protocol: ss | ping: 120 MS | avg_speed: 2.057 MB | max_speed: 3.692 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@38.91.107.66:8000#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.66-19235
id: 7333 | remarks: 🇨🇦CA-134.195.196.85-18959 | protocol: ss | ping: 31 MS | avg_speed: 2.057 MB | max_speed: 3.63 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@134.195.196.85:8091#%F0%9F%87%A8%F0%9F%87%A6CA-134.195.196.85-18959
id: 2588 | remarks: 🇺🇸US-38.91.107.66-4566 | protocol: ss | ping: 112 MS | avg_speed: 2.057 MB | max_speed: 3.708 MB | Link: ss://YWVzLTI1Ni1nY206UENubkg2U1FTbmZvUzI3@38.91.107.66:8091#%F0%9F%87%BA%F0%9F%87%B8US-38.91.107.66-4566
id: 7132 | remarks: 🇬🇧GB-212.38.189.174-18725 | protocol: ss | ping: 93 MS | avg_speed: 2.056 MB | max_speed: 3.358 MB | Link: ss://YWVzLTI1Ni1nY206WTZSOXBBdHZ4eHptR0M=@212.38.189.174:5601#%F0%9F%87%AC%F0%9F%87%A7GB-212.38.189.174-18725
id: 7404 | remarks: 🇺🇸US-38.143.66.64-19048 | protocol: ss | ping: 111 MS | avg_speed: 2.056 MB | max_speed: 3.591 MB | Link: ss://YWVzLTI1Ni1nY206S2l4THZLendqZWtHMDBybQ==@38.143.66.64:5500#%F0%9F%87%BA%F0%9F%87%B8US-38.143.66.64-19048
